month,topic_id,topic_label,topic_share
2023-08-01,4,"Topic 5: nvidia, company, openai",0.13045495735813814
2023-08-01,5,Education and work,0.17595232567773733
2023-09-01,0,AI tools and ChatGPT,0.1854416881859982
2023-09-01,1,"Topic 2: chatgpt, images, just",0.16510528761784998
2023-09-01,2,"Topic 3: openai, musk, media",0.1924998422428822
2023-09-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.2095571124211471
2023-09-01,4,"Topic 5: nvidia, company, openai",0.10860609854910352
2023-09-01,5,Education and work,0.13878997098301904
2023-10-01,0,AI tools and ChatGPT,0.1860116775694151
2023-10-01,1,"Topic 2: chatgpt, images, just",0.17104720710521107
2023-10-01,2,"Topic 3: openai, musk, media",0.18738358515250347
2023-10-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1927559094209249
2023-10-01,4,"Topic 5: nvidia, company, openai",0.13329847315948787
2023-10-01,5,Education and work,0.12950314759245757
2023-11-01,0,AI tools and ChatGPT,0.15621629893515598
2023-11-01,1,"Topic 2: chatgpt, images, just",0.11568417311188778
2023-11-01,2,"Topic 3: openai, musk, media",0.3485241225140721
2023-11-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.17951904958464848
2023-11-01,4,"Topic 5: nvidia, company, openai",0.09045511764604908
2023-11-01,5,Education and work,0.10960123820818655
2023-12-01,0,AI tools and ChatGPT,0.1479593195520392
2023-12-01,1,"Topic 2: chatgpt, images, just",0.1141480075755139
2023-12-01,2,"Topic 3: openai, musk, media",0.23849559411146054
2023-12-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1936404795762957
2023-12-01,4,"Topic 5: nvidia, company, openai",0.20757986741473256
2023-12-01,5,Education and work,0.09817673176995817
2024-01-01,0,AI tools and ChatGPT,0.11997269415345482
2024-01-01,1,"Topic 2: chatgpt, images, just",0.17108005699293935
2024-01-01,2,"Topic 3: openai, musk, media",0.21211796736629362
2024-01-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.2146924795046386
2024-01-01,4,"Topic 5: nvidia, company, openai",0.10339639692942641
2024-01-01,5,Education and work,0.1787404050532472
2024-02-01,0,AI tools and ChatGPT,0.11324205107316672
2024-02-01,1,"Topic 2: chatgpt, images, just",0.13458382222687015
2024-02-01,2,"Topic 3: openai, musk, media",0.2211426499621605
2024-02-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.17845087324572345
2024-02-01,4,"Topic 5: nvidia, company, openai",0.20542174839045416
2024-02-01,5,Education and work,0.14715885510162502
2024-03-01,0,AI tools and ChatGPT,0.16200803618667703
2024-03-01,1,"Topic 2: chatgpt, images, just",0.10786594787302763
2024-03-01,2,"Topic 3: openai, musk, media",0.23593976966307537
2024-03-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1988613153939751
2024-03-01,4,"Topic 5: nvidia, company, openai",0.11789725879484632
2024-03-01,5,Education and work,0.17742767208839855
2024-04-01,0,AI tools and ChatGPT,0.07915859935244163
2024-04-01,1,"Topic 2: chatgpt, images, just",0.17242868799989508
2024-04-01,2,"Topic 3: openai, musk, media",0.11123618838583484
2024-04-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.2160442236851107
2024-04-01,4,"Topic 5: nvidia, company, openai",0.2384346498856672
2024-04-01,5,Education and work,0.18269765069105057
2024-05-01,0,AI tools and ChatGPT,0.1201816557234741
2024-05-01,1,"Topic 2: chatgpt, images, just",0.14263692875384462
2024-05-01,2,"Topic 3: openai, musk, media",0.2776314429177571
2024-05-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.2144916709651432
2024-05-01,4,"Topic 5: nvidia, company, openai",0.1355055027496863
2024-05-01,5,Education and work,0.10955279889009462
2024-06-01,0,AI tools and ChatGPT,0.15042049598810847
2024-06-01,1,"Topic 2: chatgpt, images, just",0.16541508247666195
2024-06-01,2,"Topic 3: openai, musk, media",0.0990114484761703
2024-06-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.22660694006679774
2024-06-01,4,"Topic 5: nvidia, company, openai",0.13994045765983018
2024-06-01,5,Education and work,0.21860557533243138
2024-07-01,0,AI tools and ChatGPT,0.13375103547044676
2024-07-01,1,"Topic 2: chatgpt, images, just",0.10313707210610007
2024-07-01,2,"Topic 3: openai, musk, media",0.15421480481997232
2024-07-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.2560825011007278
2024-07-01,4,"Topic 5: nvidia, company, openai",0.14842134889801928
2024-07-01,5,Education and work,0.20439323760473382
2024-08-01,0,AI tools and ChatGPT,0.12166637777195623
2024-08-01,1,"Topic 2: chatgpt, images, just",0.17284551311902127
2024-08-01,2,"Topic 3: openai, musk, media",0.21231575582779103
2024-08-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1435220720471739
2024-08-01,4,"Topic 5: nvidia, company, openai",0.13984157546708054
2024-08-01,5,Education and work,0.2098087057669771
2024-09-01,0,AI tools and ChatGPT,0.15484924127014282
2024-09-01,1,"Topic 2: chatgpt, images, just",0.08380073760783908
2024-09-01,2,"Topic 3: openai, musk, media",0.1547014698948444
2024-09-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.23835616816050703
2024-09-01,4,"Topic 5: nvidia, company, openai",0.17009310377659728
2024-09-01,5,Education and work,0.1981992792900694
2024-10-01,0,AI tools and ChatGPT,0.18677080100467486
2024-10-01,1,"Topic 2: chatgpt, images, just",0.13348399779451173
2024-10-01,2,"Topic 3: openai, musk, media",0.13055487206713157
2024-10-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.14042642123096646
2024-10-01,4,"Topic 5: nvidia, company, openai",0.20150414418327578
2024-10-01,5,Education and work,0.20725976371943963
2024-11-01,0,AI tools and ChatGPT,0.10559416260805576
2024-11-01,1,"Topic 2: chatgpt, images, just",0.13602131146729338
2024-11-01,2,"Topic 3: openai, musk, media",0.1663832466096445
2024-11-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.24356671853344164
2024-11-01,4,"Topic 5: nvidia, company, openai",0.11659147839683456
2024-11-01,5,Education and work,0.2318430823847302
2024-12-01,0,AI tools and ChatGPT,0.18760105520522385
2024-12-01,1,"Topic 2: chatgpt, images, just",0.10504752791029473
2024-12-01,2,"Topic 3: openai, musk, media",0.14916999434239728
2024-12-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1904324633390881
2024-12-01,4,"Topic 5: nvidia, company, openai",0.14931541529623274
2024-12-01,5,Education and work,0.21843354390676334
2025-01-01,0,AI tools and ChatGPT,0.14028350991972435
2025-01-01,1,"Topic 2: chatgpt, images, just",0.09091585283209112
2025-01-01,2,"Topic 3: openai, musk, media",0.14061765449033356
2025-01-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.18546892449486274
2025-01-01,4,"Topic 5: nvidia, company, openai",0.08781175043715599
2025-01-01,5,Education and work,0.35490230782583226
2025-02-01,0,AI tools and ChatGPT,0.08550505274635214
2025-02-01,1,"Topic 2: chatgpt, images, just",0.11051695183271112
2025-02-01,2,"Topic 3: openai, musk, media",0.15541137380686543
2025-02-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.19420148654868105
2025-02-01,4,"Topic 5: nvidia, company, openai",0.12846109198563171
2025-02-01,5,Education and work,0.3259040430797585
2025-03-01,0,AI tools and ChatGPT,0.1795793880059387
2025-03-01,1,"Topic 2: chatgpt, images, just",0.14262405899234717
2025-03-01,2,"Topic 3: openai, musk, media",0.14455231651605438
2025-03-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.24830953637742428
2025-03-01,4,"Topic 5: nvidia, company, openai",0.12711908556985285
2025-03-01,5,Education and work,0.1578156145383826
2025-04-01,0,AI tools and ChatGPT,0.17618427241855264
2025-04-01,1,"Topic 2: chatgpt, images, just",0.07349808999901863
2025-04-01,2,"Topic 3: openai, musk, media",0.16303045137751213
2025-04-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.17044607247502302
2025-04-01,4,"Topic 5: nvidia, company, openai",0.14392915481394747
2025-04-01,5,Education and work,0.27291195891594605
2025-05-01,0,AI tools and ChatGPT,0.15931326894247727
2025-05-01,1,"Topic 2: chatgpt, images, just",0.18914735288120813
2025-05-01,2,"Topic 3: openai, musk, media",0.15950902580070841
2025-05-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1534995160191779
2025-05-01,4,"Topic 5: nvidia, company, openai",0.136554413692912
2025-05-01,5,Education and work,0.20197642266351631
2025-06-01,0,AI tools and ChatGPT,0.21564440338643
2025-06-01,1,"Topic 2: chatgpt, images, just",0.1428396086437754
2025-06-01,2,"Topic 3: openai, musk, media",0.13128256941357452
2025-06-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1717320936303231
2025-06-01,4,"Topic 5: nvidia, company, openai",0.08375435803251079
2025-06-01,5,Education and work,0.2547469668933862
2025-07-01,0,AI tools and ChatGPT,0.14754872102554584
2025-07-01,1,"Topic 2: chatgpt, images, just",0.16693709293747022
2025-07-01,2,"Topic 3: openai, musk, media",0.2232635285040225
2025-07-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.148292907138975
2025-07-01,4,"Topic 5: nvidia, company, openai",0.1079438219273444
2025-07-01,5,Education and work,0.20601392846664204
2025-08-01,0,AI tools and ChatGPT,0.1667827921188784
2025-08-01,1,"Topic 2: chatgpt, images, just",0.13049893208041666
2025-08-01,2,"Topic 3: openai, musk, media",0.15129127454676036
2025-08-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.1713975771730578
2025-08-01,4,"Topic 5: nvidia, company, openai",0.1253621874320654
2025-08-01,5,Education and work,0.25466723664882135
2025-09-01,0,AI tools and ChatGPT,0.13933249202999212
2025-09-01,1,"Topic 2: chatgpt, images, just",0.1467057658763176
2025-09-01,2,"Topic 3: openai, musk, media",0.15620520856834186
2025-09-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.17075059478994364
2025-09-01,4,"Topic 5: nvidia, company, openai",0.13717561609715836
2025-09-01,5,Education and work,0.24983032263824645
2025-10-01,0,AI tools and ChatGPT,0.15979940667034517
2025-10-01,1,"Topic 2: chatgpt, images, just",0.19070187925966453
2025-10-01,2,"Topic 3: openai, musk, media",0.13574167588912134
2025-10-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.14376200351380022
2025-10-01,4,"Topic 5: nvidia, company, openai",0.16075565390221155
2025-10-01,5,Education and work,0.20923938076485718
2025-11-01,0,AI tools and ChatGPT,0.15131642547391827
2025-11-01,1,"Topic 2: chatgpt, images, just",0.17478623693196219
2025-11-01,2,"Topic 3: openai, musk, media",0.16477715135333618
2025-11-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.13570583367385192
2025-11-01,4,"Topic 5: nvidia, company, openai",0.1223332632590506
2025-11-01,5,Education and work,0.2510810893078809
2025-12-01,0,AI tools and ChatGPT,0.181429396287567
2025-12-01,1,"Topic 2: chatgpt, images, just",0.14930012366390957
2025-12-01,2,"Topic 3: openai, musk, media",0.17992360348483644
2025-12-01,3,"Topic 4: intelligence, artificial, artificial intelligence",0.13755398161388052
2025-12-01,4,"Topic 5: nvidia, company, openai",0.1189991291236183
2025-12-01,5,Education and work,0.2327937658261882
